file_id,reference_arrival_1based,reference_index_0based,sample_rate_hz,sample_interval_ms,source_file
605,388,387,1000,1,field_waveforms/605.txt
606,366,365,1000,1,field_waveforms/606.txt
607,144,143,1000,1,field_waveforms/607.txt
608,2,1,1000,1,field_waveforms/608.txt
609,42,41,1000,1,field_waveforms/609.txt
610,186,185,1000,1,field_waveforms/610.txt
611,329,328,1000,1,field_waveforms/611.txt
612,271,270,1000,1,field_waveforms/612.txt
613,316,315,1000,1,field_waveforms/613.txt
614,384,383,1000,1,field_waveforms/614.txt
615,295,294,1000,1,field_waveforms/615.txt
616,212,211,1000,1,field_waveforms/616.txt
617,7,6,1000,1,field_waveforms/617.txt
618,235,234,1000,1,field_waveforms/618.txt
619,394,393,1000,1,field_waveforms/619.txt
620,247,246,1000,1,field_waveforms/620.txt
621,80,79,1000,1,field_waveforms/621.txt
622,366,365,1000,1,field_waveforms/622.txt
623,138,137,1000,1,field_waveforms/623.txt
624,126,125,1000,1,field_waveforms/624.txt
625,460,459,1000,1,field_waveforms/625.txt
626,404,403,1000,1,field_waveforms/626.txt
627,142,141,1000,1,field_waveforms/627.txt
628,680,679,1000,1,field_waveforms/628.txt
629,729,728,1000,1,field_waveforms/629.txt
630,139,138,1000,1,field_waveforms/630.txt
631,130,129,1000,1,field_waveforms/631.txt
632,347,346,1000,1,field_waveforms/632.txt
633,351,350,1000,1,field_waveforms/633.txt
634,977,976,1000,1,field_waveforms/634.txt
635,703,702,1000,1,field_waveforms/635.txt
636,368,367,1000,1,field_waveforms/636.txt
637,350,349,1000,1,field_waveforms/637.txt
638,67,66,1000,1,field_waveforms/638.txt
639,336,335,1000,1,field_waveforms/639.txt
640,213,212,1000,1,field_waveforms/640.txt
641,10,9,1000,1,field_waveforms/641.txt
642,848,847,1000,1,field_waveforms/642.txt
643,101,100,1000,1,field_waveforms/643.txt
644,52,51,1000,1,field_waveforms/644.txt
645,195,194,1000,1,field_waveforms/645.txt
646,958,957,1000,1,field_waveforms/646.txt
647,702,701,1000,1,field_waveforms/647.txt
648,310,309,1000,1,field_waveforms/648.txt
649,717,716,1000,1,field_waveforms/649.txt
650,369,368,1000,1,field_waveforms/650.txt
651,212,211,1000,1,field_waveforms/651.txt
652,88,87,1000,1,field_waveforms/652.txt
653,880,879,1000,1,field_waveforms/653.txt
654,620,619,1000,1,field_waveforms/654.txt
655,244,243,1000,1,field_waveforms/655.txt
656,171,170,1000,1,field_waveforms/656.txt
657,45,44,1000,1,field_waveforms/657.txt
658,764,763,1000,1,field_waveforms/658.txt
659,922,921,1000,1,field_waveforms/659.txt
660,876,875,1000,1,field_waveforms/660.txt
661,28,27,1000,1,field_waveforms/661.txt
662,338,337,1000,1,field_waveforms/662.txt
663,775,774,1000,1,field_waveforms/663.txt
664,168,167,1000,1,field_waveforms/664.txt
665,732,731,1000,1,field_waveforms/665.txt
666,648,647,1000,1,field_waveforms/666.txt
667,303,302,1000,1,field_waveforms/667.txt
668,654,653,1000,1,field_waveforms/668.txt
669,703,702,1000,1,field_waveforms/669.txt
670,896,895,1000,1,field_waveforms/670.txt
671,584,583,1000,1,field_waveforms/671.txt
672,197,196,1000,1,field_waveforms/672.txt
673,682,681,1000,1,field_waveforms/673.txt
674,669,668,1000,1,field_waveforms/674.txt
675,971,970,1000,1,field_waveforms/675.txt
676,366,365,1000,1,field_waveforms/676.txt
677,564,563,1000,1,field_waveforms/677.txt
678,168,167,1000,1,field_waveforms/678.txt
679,490,489,1000,1,field_waveforms/679.txt
680,660,659,1000,1,field_waveforms/680.txt
681,376,375,1000,1,field_waveforms/681.txt
682,748,747,1000,1,field_waveforms/682.txt
683,987,986,1000,1,field_waveforms/683.txt
684,964,963,1000,1,field_waveforms/684.txt
685,916,915,1000,1,field_waveforms/685.txt
686,274,273,1000,1,field_waveforms/686.txt
687,855,854,1000,1,field_waveforms/687.txt
688,496,495,1000,1,field_waveforms/688.txt
689,381,380,1000,1,field_waveforms/689.txt
690,884,883,1000,1,field_waveforms/690.txt
691,179,178,1000,1,field_waveforms/691.txt
692,680,679,1000,1,field_waveforms/692.txt
693,754,753,1000,1,field_waveforms/693.txt
694,694,693,1000,1,field_waveforms/694.txt
695,678,677,1000,1,field_waveforms/695.txt
696,382,381,1000,1,field_waveforms/696.txt
697,55,54,1000,1,field_waveforms/697.txt
698,820,819,1000,1,field_waveforms/698.txt
699,495,494,1000,1,field_waveforms/699.txt
700,546,545,1000,1,field_waveforms/700.txt
701,454,453,1000,1,field_waveforms/701.txt
702,50,49,1000,1,field_waveforms/702.txt
703,261,260,1000,1,field_waveforms/703.txt
704,395,394,1000,1,field_waveforms/704.txt
705,957,956,1000,1,field_waveforms/705.txt
706,418,417,1000,1,field_waveforms/706.txt
707,755,754,1000,1,field_waveforms/707.txt
708,294,293,1000,1,field_waveforms/708.txt
709,31,30,1000,1,field_waveforms/709.txt
710,398,397,1000,1,field_waveforms/710.txt
711,434,433,1000,1,field_waveforms/711.txt
712,339,338,1000,1,field_waveforms/712.txt
713,306,305,1000,1,field_waveforms/713.txt
714,265,264,1000,1,field_waveforms/714.txt
715,0,-1,1000,1,field_waveforms/715.txt
716,170,169,1000,1,field_waveforms/716.txt
717,152,151,1000,1,field_waveforms/717.txt
718,459,458,1000,1,field_waveforms/718.txt
719,160,159,1000,1,field_waveforms/719.txt
720,353,352,1000,1,field_waveforms/720.txt
721,64,63,1000,1,field_waveforms/721.txt
722,196,195,1000,1,field_waveforms/722.txt
723,26,25,1000,1,field_waveforms/723.txt
724,79,78,1000,1,field_waveforms/724.txt
725,363,362,1000,1,field_waveforms/725.txt
726,181,180,1000,1,field_waveforms/726.txt
727,248,247,1000,1,field_waveforms/727.txt
728,74,73,1000,1,field_waveforms/728.txt
729,214,213,1000,1,field_waveforms/729.txt
730,424,423,1000,1,field_waveforms/730.txt
731,71,70,1000,1,field_waveforms/731.txt
732,157,156,1000,1,field_waveforms/732.txt
733,18,17,1000,1,field_waveforms/733.txt
734,156,155,1000,1,field_waveforms/734.txt
735,56,55,1000,1,field_waveforms/735.txt
736,50,49,1000,1,field_waveforms/736.txt
737,129,128,1000,1,field_waveforms/737.txt
738,63,62,1000,1,field_waveforms/738.txt
739,111,110,1000,1,field_waveforms/739.txt
740,406,405,1000,1,field_waveforms/740.txt
741,35,34,1000,1,field_waveforms/741.txt
742,0,-1,1000,1,field_waveforms/742.txt
743,118,117,1000,1,field_waveforms/743.txt
744,321,320,1000,1,field_waveforms/744.txt
745,90,89,1000,1,field_waveforms/745.txt
746,208,207,1000,1,field_waveforms/746.txt
747,215,214,1000,1,field_waveforms/747.txt
748,458,457,1000,1,field_waveforms/748.txt
749,436,435,1000,1,field_waveforms/749.txt
750,91,90,1000,1,field_waveforms/750.txt
751,198,197,1000,1,field_waveforms/751.txt
752,12,11,1000,1,field_waveforms/752.txt
753,99,98,1000,1,field_waveforms/753.txt
754,90,89,1000,1,field_waveforms/754.txt
755,0,-1,1000,1,field_waveforms/755.txt
756,318,317,1000,1,field_waveforms/756.txt
757,61,60,1000,1,field_waveforms/757.txt
758,106,105,1000,1,field_waveforms/758.txt
759,58,57,1000,1,field_waveforms/759.txt
760,70,69,1000,1,field_waveforms/760.txt
761,16,15,1000,1,field_waveforms/761.txt
762,67,66,1000,1,field_waveforms/762.txt
763,84,83,1000,1,field_waveforms/763.txt
764,62,61,1000,1,field_waveforms/764.txt
765,49,48,1000,1,field_waveforms/765.txt
766,17,16,1000,1,field_waveforms/766.txt
767,387,386,1000,1,field_waveforms/767.txt
768,100,99,1000,1,field_waveforms/768.txt
769,110,109,1000,1,field_waveforms/769.txt
770,29,28,1000,1,field_waveforms/770.txt
771,63,62,1000,1,field_waveforms/771.txt
772,85,84,1000,1,field_waveforms/772.txt
773,5,4,1000,1,field_waveforms/773.txt
774,92,91,1000,1,field_waveforms/774.txt
775,32,31,1000,1,field_waveforms/775.txt
776,40,39,1000,1,field_waveforms/776.txt
777,30,29,1000,1,field_waveforms/777.txt
778,42,41,1000,1,field_waveforms/778.txt
779,92,91,1000,1,field_waveforms/779.txt
780,35,34,1000,1,field_waveforms/780.txt
781,115,114,1000,1,field_waveforms/781.txt
782,613,612,1000,1,field_waveforms/782.txt
783,829,828,1000,1,field_waveforms/783.txt
784,595,594,1000,1,field_waveforms/784.txt
785,965,964,1000,1,field_waveforms/785.txt
786,920,919,1000,1,field_waveforms/786.txt
787,639,638,1000,1,field_waveforms/787.txt
788,916,915,1000,1,field_waveforms/788.txt
789,922,921,1000,1,field_waveforms/789.txt
790,688,687,1000,1,field_waveforms/790.txt
791,948,947,1000,1,field_waveforms/791.txt
792,563,562,1000,1,field_waveforms/792.txt
793,690,689,1000,1,field_waveforms/793.txt
794,816,815,1000,1,field_waveforms/794.txt
795,800,799,1000,1,field_waveforms/795.txt
796,911,910,1000,1,field_waveforms/796.txt
797,210,209,1000,1,field_waveforms/797.txt
798,776,775,1000,1,field_waveforms/798.txt
799,139,138,1000,1,field_waveforms/799.txt
800,487,486,1000,1,field_waveforms/800.txt
801,46,45,1000,1,field_waveforms/801.txt
802,490,489,1000,1,field_waveforms/802.txt
803,542,541,1000,1,field_waveforms/803.txt
804,427,426,1000,1,field_waveforms/804.txt
805,618,617,1000,1,field_waveforms/805.txt
806,751,750,1000,1,field_waveforms/806.txt
807,53,52,1000,1,field_waveforms/807.txt
808,455,454,1000,1,field_waveforms/808.txt
809,712,711,1000,1,field_waveforms/809.txt
810,615,614,1000,1,field_waveforms/810.txt
811,658,657,1000,1,field_waveforms/811.txt
812,731,730,1000,1,field_waveforms/812.txt
813,58,57,1000,1,field_waveforms/813.txt
814,449,448,1000,1,field_waveforms/814.txt
815,12,11,1000,1,field_waveforms/815.txt
816,647,646,1000,1,field_waveforms/816.txt
