frequency_hz,snr_db,repeat_id,seed,reference_arrival_sample,reference_arrival_ms,common_reference_arrival_sample,aic_pick_sample,aic_signed_error_samples,aic_error_samples,aic_signed_error_ms,aic_error_ms,aic_success,noise_type,noise_source_id,noise_start_sample
100,2.0,12,1384403372,213,213.0,213,237.0,24.0,24.0,24.0,24.0,True,WGN,-1,-1
100,2.0,13,189451625,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,14,279764955,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,15,3193208261,213,213.0,213,216.0,3.0,3.0,3.0,3.0,True,WGN,-1,-1
100,2.0,16,1406470400,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,17,2992998971,213,213.0,213,208.0,-5.0,5.0,-5.0,5.0,True,WGN,-1,-1
100,2.0,18,2290690541,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,19,2568110917,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,20,4171691342,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,21,208468377,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,22,600515348,213,213.0,213,209.0,-4.0,4.0,-4.0,4.0,True,WGN,-1,-1
100,2.0,23,218596316,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,24,2291103331,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,25,1337737854,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,26,3713553827,213,213.0,213,231.0,18.0,18.0,18.000000000000004,18.000000000000004,True,WGN,-1,-1
100,2.0,27,2093669099,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,28,2957072468,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,29,543055831,213,213.0,213,213.0,0.0,0.0,0.0,0.0,True,WGN,-1,-1
100,2.0,30,2445328429,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,31,4232485211,213,213.0,213,239.0,26.0,26.0,26.000000000000004,26.000000000000004,True,WGN,-1,-1
100,2.0,32,4244407630,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,33,3694813085,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,34,1127788583,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,35,3552716490,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,36,2043298112,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,37,963897114,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,38,612168956,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,39,2500299771,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,40,1397645095,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,41,611767315,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,42,1858317640,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,43,3577578843,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,44,1141307058,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,45,4100544295,213,213.0,213,231.0,18.0,18.0,18.000000000000004,18.000000000000004,True,WGN,-1,-1
100,2.0,46,2270046241,213,213.0,213,231.0,18.0,18.0,18.000000000000004,18.000000000000004,True,WGN,-1,-1
100,2.0,47,1757775354,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,48,1544042475,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,49,253477461,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,50,2305801146,213,213.0,213,215.0,2.0,2.0,2.0,2.0,True,WGN,-1,-1
100,2.0,51,277308161,213,213.0,213,231.0,18.0,18.0,18.000000000000004,18.000000000000004,True,WGN,-1,-1
100,2.0,52,2751664741,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,53,1915287742,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,54,3135525329,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,55,4053215366,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,56,3820769882,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,57,2509845594,213,213.0,213,214.0,1.0,1.0,1.0,1.0,True,WGN,-1,-1
100,2.0,58,803885786,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,2.0,59,1470788523,213,213.0,213,214.0,1.0,1.0,1.0,1.0,True,WGN,-1,-1
100,2.0,60,1715312432,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,61,1818528205,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,62,2751148136,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,63,2405150142,213,213.0,213,216.0,3.0,3.0,3.0,3.0,True,WGN,-1,-1
100,2.0,64,2984148603,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,2.0,65,2011066831,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,66,141744808,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,67,668148192,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,68,1748333261,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,69,294486901,213,213.0,213,257.0,44.0,44.0,44.0,44.0,True,WGN,-1,-1
100,2.0,70,3812699483,213,213.0,213,243.0,30.0,30.0,30.0,30.0,True,WGN,-1,-1
100,2.0,71,3145379321,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,72,3742261609,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,73,387847642,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,74,2558152821,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,75,1110062565,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,76,151435447,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,77,1522108551,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,78,2788621569,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,2.0,79,3716982549,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,80,995435649,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,81,1749623684,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,82,4115492428,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,83,2942282287,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,84,969889258,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,85,47378077,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,86,517883976,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,2.0,87,2579304851,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,88,2583137488,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,89,3025207951,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,90,2376568653,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,91,670214951,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,92,3821826661,213,213.0,213,216.0,3.0,3.0,3.0,3.0,True,WGN,-1,-1
100,2.0,93,3076906870,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,94,2778178076,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,95,1164156234,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,96,571358832,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,2.0,97,3851444698,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,98,1488329129,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,99,2298828892,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,100,2863656010,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,101,1960360855,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,102,3359990123,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,103,2978982397,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,104,1450997363,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,105,1794756825,213,213.0,213,237.0,24.0,24.0,24.0,24.0,True,WGN,-1,-1
100,2.0,106,3891966620,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,107,1781593836,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,108,2147332478,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,2.0,109,4169498030,213,213.0,213,235.0,22.0,22.0,22.0,22.0,True,WGN,-1,-1
100,2.0,110,1300210622,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,111,3888195995,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,112,2487489599,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,113,3325565564,213,213.0,213,239.0,26.0,26.0,26.000000000000004,26.000000000000004,True,WGN,-1,-1
100,2.0,114,2299853578,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,115,1648027571,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,116,864332791,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,117,322866035,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,118,4171471528,213,213.0,213,209.0,-4.0,4.0,-4.0,4.0,True,WGN,-1,-1
100,2.0,119,3510812754,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,120,947916752,213,213.0,213,216.0,3.0,3.0,3.0,3.0,True,WGN,-1,-1
100,2.0,121,622689107,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,122,1181168551,213,213.0,213,212.0,-1.0,1.0,-1.0,1.0,True,WGN,-1,-1
100,2.0,123,3720579642,213,213.0,213,238.0,25.0,25.0,25.0,25.0,True,WGN,-1,-1
100,2.0,124,2683516230,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,125,1123666526,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,126,1397453729,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,127,3553807891,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,128,347625493,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,129,2107739354,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,130,1383300091,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,131,1588879833,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,132,491046103,213,213.0,213,237.0,24.0,24.0,24.0,24.0,True,WGN,-1,-1
100,2.0,133,2678323139,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,134,2524625392,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,135,1896000790,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,136,1943713068,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,137,1520115132,213,213.0,213,215.0,2.0,2.0,2.0,2.0,True,WGN,-1,-1
100,2.0,138,1466182540,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,139,1361626745,213,213.0,213,237.0,24.0,24.0,24.0,24.0,True,WGN,-1,-1
100,2.0,140,210277428,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,141,3707450694,213,213.0,213,216.0,3.0,3.0,3.0,3.0,True,WGN,-1,-1
100,2.0,142,1289032678,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,143,3104203477,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,144,875271815,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,145,1969499087,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,146,1956280570,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,147,1060769926,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,148,2630255925,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,149,3604778223,213,213.0,213,239.0,26.0,26.0,26.000000000000004,26.000000000000004,True,WGN,-1,-1
100,2.0,150,295999746,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,151,760481097,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,152,2608068747,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,153,968515381,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,154,2717845156,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,155,2429556910,213,213.0,213,240.0,27.0,27.0,27.0,27.0,True,WGN,-1,-1
100,2.0,156,1181249655,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,157,890691668,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,158,1926356642,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,159,3829855925,213,213.0,213,213.0,0.0,0.0,0.0,0.0,True,WGN,-1,-1
100,2.0,160,3913663536,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,161,1313181568,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,162,1380504762,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,163,1992351957,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,164,2932339459,213,213.0,213,239.0,26.0,26.0,26.000000000000004,26.000000000000004,True,WGN,-1,-1
100,2.0,165,2315013208,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,166,1632013440,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,167,1245581940,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,168,2123272643,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,169,1996542214,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,170,212980586,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,171,2445774854,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,172,884857463,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,173,3485911817,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,174,3363099055,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,175,3456214220,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,176,2937153320,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,177,509826022,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,178,3213204775,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,179,4247260465,213,213.0,213,234.0,21.0,21.0,21.0,21.0,True,WGN,-1,-1
100,2.0,180,1365471725,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,181,2643880940,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,182,3767619399,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,183,416759368,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,184,338681994,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,185,1256058592,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,186,575275723,213,213.0,213,239.0,26.0,26.0,26.000000000000004,26.000000000000004,True,WGN,-1,-1
100,2.0,187,1851007339,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,188,3812786784,213,213.0,213,232.0,19.0,19.0,19.0,19.0,True,WGN,-1,-1
100,2.0,189,4079680410,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,190,3079082075,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,191,866442317,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,192,3379460088,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
100,2.0,193,992815452,213,213.0,213,219.0,6.0,6.0,6.0,6.0,True,WGN,-1,-1
100,2.0,194,3232784037,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,2.0,195,3203081226,213,213.0,213,217.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
100,2.0,196,466016547,213,213.0,213,220.0,7.0,7.0,7.0,7.0,True,WGN,-1,-1
100,2.0,197,3923646254,213,213.0,213,212.0,-1.0,1.0,-1.0,1.0,True,WGN,-1,-1
100,2.0,198,4250070934,213,213.0,213,233.0,20.0,20.0,20.0,20.0,True,WGN,-1,-1
100,2.0,199,1324268470,213,213.0,213,218.0,5.0,5.0,5.0,5.0,True,WGN,-1,-1
150,-10.0,0,3119651256,217,217.0,217,3.0,-214.0,214.0,-214.0,214.0,True,WGN,-1,-1
150,-10.0,1,4120913771,217,217.0,217,201.0,-16.0,16.0,-16.0,16.0,True,WGN,-1,-1
150,-10.0,2,1849648013,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,3,570075304,217,217.0,217,17.0,-200.0,200.0,-200.0,200.0,True,WGN,-1,-1
150,-10.0,4,226025356,217,217.0,217,92.0,-125.0,125.0,-125.0,125.0,True,WGN,-1,-1
150,-10.0,5,1573320927,217,217.0,217,132.0,-85.0,85.0,-85.0,85.0,True,WGN,-1,-1
150,-10.0,6,1382057977,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,7,1897191632,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,8,2518624712,217,217.0,217,5.0,-212.0,212.0,-212.0,212.0,True,WGN,-1,-1
150,-10.0,9,1003489034,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,10,2722695646,217,217.0,217,447.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
150,-10.0,11,1285564252,217,217.0,217,446.0,229.0,229.0,229.0,229.0,True,WGN,-1,-1
150,-10.0,12,976149748,217,217.0,217,227.0,10.0,10.0,10.0,10.0,True,WGN,-1,-1
150,-10.0,13,656616862,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,14,1416834099,217,217.0,217,3.0,-214.0,214.0,-214.0,214.0,True,WGN,-1,-1
150,-10.0,15,1728829225,217,217.0,217,441.0,224.0,224.0,224.0,224.0,True,WGN,-1,-1
150,-10.0,16,3136054437,217,217.0,217,338.0,121.0,121.0,121.0,121.0,True,WGN,-1,-1
150,-10.0,17,3199826361,217,217.0,217,3.0,-214.0,214.0,-214.0,214.0,True,WGN,-1,-1
150,-10.0,18,3015421545,217,217.0,217,307.0,90.0,90.0,90.0,90.0,True,WGN,-1,-1
150,-10.0,19,3728116637,217,217.0,217,5.0,-212.0,212.0,-212.0,212.0,True,WGN,-1,-1
150,-10.0,20,945139465,217,217.0,217,7.0,-210.0,210.0,-210.0,210.0,True,WGN,-1,-1
150,-10.0,21,98875460,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,22,3290414121,217,217.0,217,414.0,197.0,197.0,197.0,197.0,True,WGN,-1,-1
150,-10.0,23,684939792,217,217.0,217,17.0,-200.0,200.0,-200.0,200.0,True,WGN,-1,-1
150,-10.0,24,1406932197,217,217.0,217,100.0,-117.0,117.0,-117.0,117.0,True,WGN,-1,-1
150,-10.0,25,1722107029,217,217.0,217,447.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
150,-10.0,26,3329158167,217,217.0,217,205.0,-12.0,12.0,-12.0,12.0,True,WGN,-1,-1
150,-10.0,27,2298384277,217,217.0,217,428.0,211.0,211.0,211.0,211.0,True,WGN,-1,-1
150,-10.0,28,2961167528,217,217.0,217,184.0,-33.0,33.0,-33.0,33.0,True,WGN,-1,-1
150,-10.0,29,3675986373,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,30,3764114120,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,31,80819076,217,217.0,217,221.0,4.0,4.0,4.0,4.0,True,WGN,-1,-1
150,-10.0,32,2160222444,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,33,47152297,217,217.0,217,443.0,226.0,226.0,226.0,226.0,True,WGN,-1,-1
150,-10.0,34,2296289042,217,217.0,217,13.0,-204.0,204.0,-204.00000000000003,204.00000000000003,True,WGN,-1,-1
150,-10.0,35,822640156,217,217.0,217,444.0,227.0,227.0,227.0,227.0,True,WGN,-1,-1
150,-10.0,36,180104555,217,217.0,217,165.0,-52.0,52.0,-52.00000000000001,52.00000000000001,True,WGN,-1,-1
150,-10.0,37,3217237180,217,217.0,217,245.0,28.0,28.0,28.0,28.0,True,WGN,-1,-1
150,-10.0,38,2359958669,217,217.0,217,322.0,105.0,105.0,105.0,105.0,True,WGN,-1,-1
150,-10.0,39,1597330979,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,40,3343132409,217,217.0,217,301.0,84.0,84.0,84.0,84.0,True,WGN,-1,-1
150,-10.0,41,1971312424,217,217.0,217,446.0,229.0,229.0,229.0,229.0,True,WGN,-1,-1
150,-10.0,42,3092014268,217,217.0,217,201.0,-16.0,16.0,-16.0,16.0,True,WGN,-1,-1
150,-10.0,43,916877522,217,217.0,217,430.0,213.0,213.0,213.0,213.0,True,WGN,-1,-1
150,-10.0,44,140881536,217,217.0,217,434.0,217.0,217.0,217.0,217.0,True,WGN,-1,-1
150,-10.0,45,2571902968,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,46,3716568183,217,217.0,217,308.0,91.0,91.0,91.0,91.0,True,WGN,-1,-1
150,-10.0,47,2621337999,217,217.0,217,445.0,228.0,228.0,228.0,228.0,True,WGN,-1,-1
150,-10.0,48,500578663,217,217.0,217,232.0,15.0,15.0,15.0,15.0,True,WGN,-1,-1
150,-10.0,49,2076983506,217,217.0,217,233.0,16.0,16.0,16.0,16.0,True,WGN,-1,-1
150,-10.0,50,2878551685,217,217.0,217,370.0,153.0,153.0,153.0,153.0,True,WGN,-1,-1
150,-10.0,51,3561574151,217,217.0,217,47.0,-170.0,170.0,-170.0,170.0,True,WGN,-1,-1
150,-10.0,52,1175505710,217,217.0,217,202.0,-15.0,15.0,-15.0,15.0,True,WGN,-1,-1
150,-10.0,53,761831482,217,217.0,217,365.0,148.0,148.0,148.0,148.0,True,WGN,-1,-1
150,-10.0,54,3803600554,217,217.0,217,197.0,-20.0,20.0,-20.0,20.0,True,WGN,-1,-1
150,-10.0,55,3611734494,217,217.0,217,422.0,205.0,205.0,205.00000000000003,205.00000000000003,True,WGN,-1,-1
150,-10.0,56,4228197227,217,217.0,217,347.0,130.0,130.0,130.0,130.0,True,WGN,-1,-1
150,-10.0,57,1758092142,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,58,3270379938,217,217.0,217,219.0,2.0,2.0,2.0,2.0,True,WGN,-1,-1
150,-10.0,59,833576067,217,217.0,217,447.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
150,-10.0,60,2983924440,217,217.0,217,136.0,-81.0,81.0,-81.0,81.0,True,WGN,-1,-1
150,-10.0,61,600111162,217,217.0,217,199.0,-18.0,18.0,-18.000000000000004,18.000000000000004,True,WGN,-1,-1
150,-10.0,62,819632834,217,217.0,217,307.0,90.0,90.0,90.0,90.0,True,WGN,-1,-1
150,-10.0,63,1375030795,217,217.0,217,344.0,127.0,127.0,127.0,127.0,True,WGN,-1,-1
150,-10.0,64,1861892073,217,217.0,217,412.0,195.0,195.0,195.0,195.0,True,WGN,-1,-1
150,-10.0,65,3841052497,217,217.0,217,12.0,-205.0,205.0,-205.00000000000003,205.00000000000003,True,WGN,-1,-1
150,-10.0,66,2923673397,217,217.0,217,447.0,230.0,230.0,230.0,230.0,True,WGN,-1,-1
150,-10.0,67,2900497074,217,217.0,217,2.0,-215.0,215.0,-215.0,215.0,True,WGN,-1,-1
150,-10.0,68,2233372007,217,217.0,217,443.0,226.0,226.0,226.0,226.0,True,WGN,-1,-1
