condition,frequency_hz,snr_db,repeat,true_arrival,predicted_arrival,success,cluster_num,stop_reason,error_ms,abs_error_ms,hit_le2,hit_le5,hit_le10,target_snr_db,snr_definition,noise_source_id,noise_start_sample
WGN,150,-8.0,115,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,115,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,51,4074
WGN,150,-8.0,116,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,116,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,349,847
WGN,150,-8.0,117,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,117,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,182,1615
WGN,150,-8.0,118,292,291.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,118,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,292,5522
WGN,150,-8.0,119,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,119,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,265,4642
WGN,150,-8.0,120,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,120,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,311,3732
WGN,150,-8.0,121,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,121,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,464,384
WGN,150,-8.0,122,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,122,292,295.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,227,1040
WGN,150,-8.0,123,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,123,292,245.0,True,2,unique_valid_peak,-47.0,47.0,False,False,False,-8.0,full_trace_mean_square,86,4795
WGN,150,-8.0,124,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,124,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,315,3279
WGN,150,-8.0,125,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,125,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,318,1313
WGN,150,-8.0,126,292,291.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,126,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,275,4728
WGN,150,-8.0,127,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,127,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,211,3030
WGN,150,-8.0,128,292,229.0,True,2,unique_valid_peak,-63.0,63.0,False,False,False,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,128,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,604,2345
WGN,150,-8.0,129,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,129,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,141,2903
WGN,150,-8.0,130,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,130,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,738,4784
WGN,150,-8.0,131,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,131,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,19,5241
WGN,150,-8.0,132,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,132,292,295.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,812,3952
WGN,150,-8.0,133,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,133,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,366,4671
WGN,150,-8.0,134,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,134,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,785,3989
WGN,150,-8.0,135,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,135,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,516,583
WGN,150,-8.0,136,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,136,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,979,4813
WGN,150,-8.0,137,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,137,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,780,4914
WGN,150,-8.0,138,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,138,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,897,5
WGN,150,-8.0,139,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,139,292,295.0,True,6,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,860,3840
WGN,150,-8.0,140,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,140,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,213,2213
WGN,150,-8.0,141,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,141,292,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-8.0,full_trace_mean_square,245,2799
WGN,150,-8.0,142,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,142,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,175,798
WGN,150,-8.0,143,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,143,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,428,3965
WGN,150,-8.0,144,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,144,292,295.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,275,1404
WGN,150,-8.0,145,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,145,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,737,1845
WGN,150,-8.0,146,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,146,292,295.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,726,5252
WGN,150,-8.0,147,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,147,292,293.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,885,2318
WGN,150,-8.0,148,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,148,292,295.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,442,4928
WGN,150,-8.0,149,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,149,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,260,3669
WGN,150,-8.0,150,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,150,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,476,1870
WGN,150,-8.0,151,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,151,292,297.0,True,6,unique_valid_peak,5.0,5.0,False,True,True,-8.0,full_trace_mean_square,538,4836
WGN,150,-8.0,152,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,152,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,12,2151
WGN,150,-8.0,153,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,153,292,289.0,True,2,unique_valid_peak,-3.0,3.0,False,True,True,-8.0,full_trace_mean_square,678,2836
WGN,150,-8.0,154,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,154,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,858,5136
WGN,150,-8.0,155,292,292.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,155,292,286.0,True,5,unique_valid_peak,-6.0,6.0,False,False,True,-8.0,full_trace_mean_square,598,574
WGN,150,-8.0,156,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,156,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,199,3907
WGN,150,-8.0,157,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,157,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,8,5205
WGN,150,-8.0,158,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,158,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,119,169
WGN,150,-8.0,159,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,159,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,233,2687
WGN,150,-8.0,160,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,160,292,223.0,True,5,unique_valid_peak,-69.0,69.0,False,False,False,-8.0,full_trace_mean_square,932,4897
WGN,150,-8.0,161,292,295.0,True,4,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,161,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,464,3368
WGN,150,-8.0,162,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,162,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,562,4349
WGN,150,-8.0,163,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,163,292,295.0,True,6,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,585,5477
WGN,150,-8.0,164,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,164,292,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-8.0,full_trace_mean_square,994,4040
WGN,150,-8.0,165,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,165,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,297,348
WGN,150,-8.0,166,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,166,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,770,3239
WGN,150,-8.0,167,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,167,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,73,2022
WGN,150,-8.0,168,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,168,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,503,264
WGN,150,-8.0,169,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,169,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,284,1587
WGN,150,-8.0,170,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,170,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,60,3633
WGN,150,-8.0,171,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,171,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,886,5472
WGN,150,-8.0,172,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,172,292,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-8.0,full_trace_mean_square,291,4777
WGN,150,-8.0,173,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,173,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,51,1728
WGN,150,-8.0,174,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,174,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,52,3879
WGN,150,-8.0,175,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,175,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,600,1289
WGN,150,-8.0,176,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,176,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,19,1230
WGN,150,-8.0,177,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,177,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,831,4595
WGN,150,-8.0,178,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,178,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,5,722
WGN,150,-8.0,179,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,179,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,562,797
WGN,150,-8.0,180,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,180,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,817,1038
WGN,150,-8.0,181,292,293.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,181,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,795,3016
WGN,150,-8.0,182,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,182,292,,False,10,multiple_valid_peaks_at_cmax,,,False,False,False,-8.0,full_trace_mean_square,788,43
WGN,150,-8.0,183,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,183,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,378,5357
WGN,150,-8.0,184,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,184,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,757,4550
WGN,150,-8.0,185,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,185,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,40,1385
WGN,150,-8.0,186,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,186,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,630,2207
WGN,150,-8.0,187,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,187,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,237,2511
WGN,150,-8.0,188,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,188,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,683,660
WGN,150,-8.0,189,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,189,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,580,1210
WGN,150,-8.0,190,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,190,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,682,5364
WGN,150,-8.0,191,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,191,292,297.0,True,7,unique_valid_peak,5.0,5.0,False,True,True,-8.0,full_trace_mean_square,571,3513
WGN,150,-8.0,192,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,192,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,231,1364
WGN,150,-8.0,193,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,193,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,273,3896
WGN,150,-8.0,194,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,194,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,785,4104
WGN,150,-8.0,195,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,195,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,683,2596
WGN,150,-8.0,196,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,196,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,76,1840
WGN,150,-8.0,197,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,197,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,629,2599
WGN,150,-8.0,198,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,198,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,524,1391
WGN,150,-8.0,199,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-8.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-8.0,199,292,295.0,True,7,unique_valid_peak,3.0,3.0,False,True,True,-8.0,full_trace_mean_square,551,4804
WGN,150,-6.0,0,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,0,292,343.0,True,5,unique_valid_peak,51.0,51.0,False,False,False,-6.0,full_trace_mean_square,813,64
WGN,150,-6.0,1,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,1,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,499,3531
WGN,150,-6.0,2,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,2,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,350,4644
WGN,150,-6.0,3,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,3,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,840,2512
WGN,150,-6.0,4,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,4,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,858,1137
WGN,150,-6.0,5,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,5,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,910,2644
WGN,150,-6.0,6,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,6,292,297.0,True,10,unique_valid_peak,5.0,5.0,False,True,True,-6.0,full_trace_mean_square,417,724
WGN,150,-6.0,7,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,7,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-6.0,full_trace_mean_square,183,1842
WGN,150,-6.0,8,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,8,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,868,4603
WGN,150,-6.0,9,292,295.0,True,2,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,9,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,500,3873
WGN,150,-6.0,10,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,10,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,369,2741
WGN,150,-6.0,11,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,11,292,293.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,-6.0,full_trace_mean_square,391,1115
WGN,150,-6.0,12,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,12,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,867,1595
WGN,150,-6.0,13,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,13,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,700,3748
WGN,150,-6.0,14,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,14,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,951,3524
WGN,150,-6.0,15,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
Recorded background noise,150,-6.0,15,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-6.0,full_trace_mean_square,766,619
WGN,150,-6.0,16,292,294.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,-6.0,full_trace_mean_square,-1,-1
