condition,frequency_hz,snr_db,repeat,true_arrival,predicted_arrival,success,cluster_num,stop_reason,error_ms,abs_error_ms,hit_le2,hit_le5,hit_le10,target_snr_db,snr_definition,noise_source_id,noise_start_sample
asymmetric,100,6.0,105,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,106,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,106,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,107,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,107,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,108,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,108,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,109,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,109,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,110,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,110,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,111,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,111,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,112,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,112,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,113,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,113,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,114,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,114,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,115,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,115,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,116,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,116,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,117,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,117,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,118,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,118,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,119,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,119,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,120,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,120,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,121,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,121,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,122,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,122,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,123,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,123,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,124,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,124,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,125,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,125,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,126,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,126,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,127,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,127,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,128,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,128,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,129,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,129,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,130,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,130,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,131,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,131,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,132,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,132,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,133,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,133,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,134,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,134,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,135,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,135,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,136,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,136,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,137,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,137,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,138,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,138,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,139,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,139,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,140,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,140,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,141,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,141,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,142,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,142,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,143,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,143,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,144,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,144,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,145,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,145,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,146,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,146,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,147,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,147,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,148,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,148,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,149,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,149,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,150,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,150,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,151,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,151,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,152,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,152,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,153,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,153,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,154,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,154,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,155,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,155,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,156,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,156,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,157,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,157,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,158,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,158,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,159,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,159,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,160,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,160,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,161,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,161,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,162,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,162,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,163,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,163,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,164,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,164,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,165,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,165,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,166,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,166,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,167,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,167,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,168,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,168,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,169,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,169,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,170,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,170,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,171,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,171,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,172,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,172,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,173,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,173,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,174,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,174,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,175,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,175,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,176,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,176,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,177,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,177,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,178,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,178,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,179,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,179,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,180,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,180,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,181,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,181,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,182,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,182,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,183,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,183,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,184,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,184,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,185,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,185,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,186,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,186,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,187,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,187,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,188,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,188,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,189,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,189,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,190,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,190,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,191,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,191,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,192,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,192,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,193,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,193,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,194,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,194,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,195,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,195,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,196,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,196,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,197,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,197,293,294.0,True,2,unique_valid_peak,1.0,1.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,198,288,293.0,True,2,unique_valid_peak,5.0,5.0,False,True,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,198,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,100,6.0,199,288,294.0,True,2,unique_valid_peak,6.0,6.0,False,False,True,6.0,full_trace_mean_square,-1,-1
asymmetric,100,6.0,199,293,295.0,True,2,unique_valid_peak,2.0,2.0,True,True,True,6.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,0,292,292.0,True,2,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,0,295,292.0,True,2,unique_valid_peak,-3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,1,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,1,295,295.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,2,292,293.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,2,295,293.0,True,3,unique_valid_peak,-2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,3,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,3,295,295.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,4,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,4,295,296.0,True,3,unique_valid_peak,1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,5,292,292.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,5,295,295.0,True,4,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,6,292,294.0,True,3,unique_valid_peak,2.0,2.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,6,295,295.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,7,292,291.0,True,2,unique_valid_peak,-1.0,1.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,7,295,295.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,8,292,296.0,True,6,unique_valid_peak,4.0,4.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,8,295,295.0,True,4,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
ricker,150,-10.0,9,292,295.0,True,3,unique_valid_peak,3.0,3.0,False,True,True,-10.0,full_trace_mean_square,-1,-1
asymmetric,150,-10.0,9,295,295.0,True,3,unique_valid_peak,0.0,0.0,True,True,True,-10.0,full_trace_mean_square,-1,-1
