experiment_id,frequency_hz,snr_db,repeat_id,seed,waveform,noise_type,noise_source_id,sample_rate_hz,sample_interval_ms,n_samples,reference_arrival_sample,reference_arrival_ms,reference_method,source_file
150_-8.0_133,150,-8.0,133,2882209356,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_134,150,-8.0,134,2625880464,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_135,150,-8.0,135,2911442794,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_136,150,-8.0,136,310744413,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_137,150,-8.0,137,3986601676,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_138,150,-8.0,138,611845381,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_139,150,-8.0,139,1332158081,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_140,150,-8.0,140,244329916,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_141,150,-8.0,141,3024533778,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_142,150,-8.0,142,1513429817,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_143,150,-8.0,143,3645526017,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_144,150,-8.0,144,2049230883,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_145,150,-8.0,145,3976741443,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_146,150,-8.0,146,1870895514,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_147,150,-8.0,147,3802661363,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_148,150,-8.0,148,936860214,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_149,150,-8.0,149,12144766,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_150,150,-8.0,150,1588519551,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_151,150,-8.0,151,1730924464,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_152,150,-8.0,152,3521417041,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_153,150,-8.0,153,1251356165,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_154,150,-8.0,154,392781035,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_155,150,-8.0,155,1074034528,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_156,150,-8.0,156,4229851054,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_157,150,-8.0,157,731172866,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_158,150,-8.0,158,887889980,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_159,150,-8.0,159,1446205672,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_160,150,-8.0,160,98451811,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_161,150,-8.0,161,3589955730,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_162,150,-8.0,162,219743315,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_163,150,-8.0,163,3089175963,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_164,150,-8.0,164,1589690153,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_165,150,-8.0,165,3077727619,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_166,150,-8.0,166,4259114466,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_167,150,-8.0,167,2868124916,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_168,150,-8.0,168,3367591104,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_169,150,-8.0,169,3355720728,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_170,150,-8.0,170,2491200389,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_171,150,-8.0,171,3791589408,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_172,150,-8.0,172,837137779,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_173,150,-8.0,173,2861221746,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_174,150,-8.0,174,1941618672,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_175,150,-8.0,175,864923097,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_176,150,-8.0,176,3974359636,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_177,150,-8.0,177,246669149,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_178,150,-8.0,178,2027667735,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_179,150,-8.0,179,748044007,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_180,150,-8.0,180,120517832,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_181,150,-8.0,181,1522409588,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_182,150,-8.0,182,2421591794,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_183,150,-8.0,183,2606858552,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_184,150,-8.0,184,1848538996,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_185,150,-8.0,185,1033520312,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_186,150,-8.0,186,3897101739,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_187,150,-8.0,187,1675222208,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_188,150,-8.0,188,2201110100,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_189,150,-8.0,189,4105890655,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_190,150,-8.0,190,2326527277,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_191,150,-8.0,191,566505039,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_192,150,-8.0,192,154137062,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_193,150,-8.0,193,1216102305,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_194,150,-8.0,194,4093252094,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_195,150,-8.0,195,1456530083,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_196,150,-8.0,196,1443706816,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_197,150,-8.0,197,442139379,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_198,150,-8.0,198,3877851595,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-8.0_199,150,-8.0,199,3410733564,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_0,150,-6.0,0,2007822793,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_1,150,-6.0,1,3461245539,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_2,150,-6.0,2,1890172032,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_3,150,-6.0,3,1406050988,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_4,150,-6.0,4,1738323118,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_5,150,-6.0,5,3048641659,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_6,150,-6.0,6,1769011040,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_7,150,-6.0,7,2787620600,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_8,150,-6.0,8,1623577673,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_9,150,-6.0,9,4142144918,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_10,150,-6.0,10,2762096582,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_11,150,-6.0,11,3129875429,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_12,150,-6.0,12,28519549,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_13,150,-6.0,13,3593902887,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_14,150,-6.0,14,2328729199,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_15,150,-6.0,15,826613885,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_16,150,-6.0,16,3880607360,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_17,150,-6.0,17,268698342,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_18,150,-6.0,18,3190458452,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_19,150,-6.0,19,3304732132,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_20,150,-6.0,20,2239615333,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_21,150,-6.0,21,3188512766,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_22,150,-6.0,22,2051795657,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_23,150,-6.0,23,670690417,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_24,150,-6.0,24,411287528,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_25,150,-6.0,25,2212283376,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_26,150,-6.0,26,3240207711,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_27,150,-6.0,27,767627301,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_28,150,-6.0,28,3568433019,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_29,150,-6.0,29,4035621700,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_30,150,-6.0,30,2701515923,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_31,150,-6.0,31,3361363328,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_32,150,-6.0,32,3571970953,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_33,150,-6.0,33,3590169928,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_34,150,-6.0,34,2585348515,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_35,150,-6.0,35,1344584301,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_36,150,-6.0,36,1573742658,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_37,150,-6.0,37,2653129724,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_38,150,-6.0,38,4067565533,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_39,150,-6.0,39,3409305179,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_40,150,-6.0,40,1959454073,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_41,150,-6.0,41,174069602,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_42,150,-6.0,42,2815921990,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_43,150,-6.0,43,2071484775,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_44,150,-6.0,44,1425225351,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_45,150,-6.0,45,2616774634,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_46,150,-6.0,46,2295508922,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_47,150,-6.0,47,503660862,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_48,150,-6.0,48,1334894398,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_49,150,-6.0,49,1001211072,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_50,150,-6.0,50,23322546,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_51,150,-6.0,51,3438532643,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_52,150,-6.0,52,986012504,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_53,150,-6.0,53,4286198453,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_54,150,-6.0,54,3764397664,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_55,150,-6.0,55,1843542151,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_56,150,-6.0,56,1473299269,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_57,150,-6.0,57,2218144634,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_58,150,-6.0,58,1845239552,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_59,150,-6.0,59,3172361784,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_60,150,-6.0,60,1035878085,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_61,150,-6.0,61,405988123,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_62,150,-6.0,62,2972890270,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_63,150,-6.0,63,1990068338,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_64,150,-6.0,64,1295537969,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_65,150,-6.0,65,496394523,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_66,150,-6.0,66,2628941873,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_67,150,-6.0,67,967348350,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_68,150,-6.0,68,1626411589,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_69,150,-6.0,69,1326637308,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_70,150,-6.0,70,2222176228,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_71,150,-6.0,71,3931904399,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_72,150,-6.0,72,2058527352,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_73,150,-6.0,73,4293566176,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_74,150,-6.0,74,386558648,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_75,150,-6.0,75,3301921808,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_76,150,-6.0,76,1309966360,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_77,150,-6.0,77,228964170,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_78,150,-6.0,78,2210174360,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_79,150,-6.0,79,4067488129,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_80,150,-6.0,80,115932144,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_81,150,-6.0,81,3269453070,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_82,150,-6.0,82,2714871082,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_83,150,-6.0,83,2040356922,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_84,150,-6.0,84,1637398672,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_85,150,-6.0,85,860026631,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_86,150,-6.0,86,1304888570,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_87,150,-6.0,87,612897829,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_88,150,-6.0,88,2772799827,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_89,150,-6.0,89,1231675545,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_90,150,-6.0,90,2072095841,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_91,150,-6.0,91,2397725717,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_92,150,-6.0,92,3487221180,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_93,150,-6.0,93,2644890621,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_94,150,-6.0,94,1165030274,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_95,150,-6.0,95,844765205,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_96,150,-6.0,96,490014910,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_97,150,-6.0,97,1776673252,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_98,150,-6.0,98,3086378108,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_99,150,-6.0,99,3960911816,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_100,150,-6.0,100,2265079120,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_101,150,-6.0,101,538311763,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_102,150,-6.0,102,1100348722,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_103,150,-6.0,103,2963820193,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
150_-6.0_104,150,-6.0,104,1048978786,ricker,WGN,-1,1000,1,1000,217,217.0,AIC_prepeak_clean,Table_1\results_aic\raw_aic_results.csv
